CASEID,W1_CASEID,W2_CASEID2,W1_TM_START,W1_TM_FINISH,W1_WEIGHT1,W1_WEIGHT2,W1_WEIGHT3,W2_TM_START,W2_TM_FINISH,W2_DURATION,W2_QFLAG,W2_WEIGHT1,W2_WEIGHT2,W2_WEIGHT3,W1_A1,W1_A2,W1_A4,W1_A5A,W1_A5A_OTHER_TEXT,W1_A5B,W1_A5B_OTHER_TEXT,W1_A10,W1_A11,W1_A12,W1_A12A,W1_B1,W1_B2,W1_B3,W1_B4,W1_C1,W1_C1_OTHER_TEXT,W1_C1B,W1_C1C,W1_C2,W1_D1,W1_D2,W1_D3,W1_D4,W1_D5,W1_D6,W1_D7,W1_D8,W1_D9,W1_D10,W1_D11,W1_D12,W1_D13,W1_D14,W1_D15,W1_D16,W1_D17,W1_D18,W1_D19,W1_D20,W1_E1,W1_E2,W1_E2A,W1_E3,W1_E4,W1_E5_1,W1_E5_2,W1_E5_3,W1_E5_4,W1_E5_5,W1_E5_6,W1_E5_7,W1_E61_A,W1_E61_B,W1_E61_C,W1_E61_D,W1_E62_A,W1_E62_B,W1_E62_C,W1_E62_D,W1_E63_A,W1_E63_B,W1_E63_C,W1_E63_D,W1_E64_A,W1_E64_B,W1_E64_C,W1_E64_D,W1_E7,W1_E8,W1_E9_A,W1_E9_B,W1_E9_C,W1_E9_D,W1_E9_REFUSED,W1_F1,W1_F1A,W1_F2,W1_F2A,W1_F3,W1_F4_A,W1_F4_B,W1_F4_C,W1_F4_D,W1_F4_E,W1_F5_A,W1_F5_B,W1_F5_C,W1_F5_D,W1_F5_E,W1_F6,W1_G2,W1_G2B,W1_G2C,W1_G3A,W1_G3B,W1_G3C,W1_H1,W1_H2,W1_H3,W1_H4,W1_H5,W1_H6,W1_H7,W1_H8,W1_I1,W1_I2,W1_J1_A,W1_J1_B,W1_J1_C,W1_J1_D,W1_J1_E,W1_J1_F,W1_J1_G,W1_J2,W1_J3A_A,W1_J3A_B,W1_J3A_C,W1_K1_A,W1_K1_B,W1_K1_C,W1_K1_D,W1_K4,W1_K5,W1_L1_A,W1_L1_B,W1_L1_C,W1_L2_1,W1_L2_2,W1_L2_3,W1_L2_4,W1_L2_5,W1_L2_REFUSED,W1_L3,W1_L4_A,W1_L4_B,W1_L4_C,W1_L4_D,W1_L5_A,W1_L5_B,W1_L5_C,W1_L5_D,W1_L5_E,W1_L5_F,W1_M1,W1_M1_OTHER_TEXT,W1_M1A,W1_M5,W1_M2,W1_M3,W1_M4,W1_M6,W1_M7,W1_M8,W1_M9,W1_M10,W1_M11,W1_M12,W1_N1A,W1_N1B,W1_N1C,W1_N1D,W1_N1E,W1_N1F,W1_N1G,W1_N1H,W1_N1I,W1_N1J,W1_N1K,W1_N1L,W1_N1M,W1_N1N,W1_O1,W1_O3,W1_O4,W1_O5,W1_P2,W1_P3,W1_P4,W1_P4_OTHER_TEXT,W1_P5,W1_P5A,W1_P6,W1_P8,W1_P9,W1_P10,W1_P11,W1_P13,W1_P13A,W1_P13B,W1_P13B_TEXT,W1_P14,W1_P15,W1_P16A,W1_P16B,W1_P16C,W1_P16D,W1_P16E,W1_P16F,W1_P16G,W1_P16H,W1_P16I,W1_P16J,W1_P16K,W1_P16L,W1_P16M,W1_P16_REFUSED,W1_P17,W1_P17A,W1_P18,W1_P19,W1_P20,W1_P21,W1_ORDER_Q1,W1_Q1_A,W1_Q1_B,W1_QA1,W1_QA2,W1_QA2A,W1_QA4A,W1_QA4B,W1_QA4C,W1_QA5D,W1_QA6,W1_QB1,W1_QB2,W1_QB2A,W1_QB3,W1_QB3A,W1_ORDER_M13,W1_M13_A,W1_M13_B,W1_M13_C,W1_M13_D,W2_QB1A,W2_QB1B,W2_QB1C,W2_QB1D,W2_QB1D_TEXT,W2_QB2A,W2_QB2B,W2_QB3,W2_QE1,W2_QE1A,W2_QE2,W2_QE2A,W2_QE3,W2_QF1A,W2_QF1B,W2_QF1C,W2_QF1D,W2_QF2A,W2_QF2B,W2_QF2C,W2_QF2D,W2_QF3A,W2_QF3B,W2_QF3C,W2_QF3D,W2_QF4A,W2_QF4B,W2_QF4C,W2_QF4D,W2_QF5A,W2_QF5B,W2_QF5C,W2_QF5D,W2_QF6A,W2_QF6B,W2_QF6C,W2_QF6D,W2_QF7A,W2_QF7B,W2_QF7C,W2_QF7D,W2_QF8,W2_QF9,W2_QF10A,W2_QF10B,W2_QF10C,W2_QF10D,W2_QG_1,W2_QG_2,W2_QG_3,W2_QH1,W2_QH2,W2_QH2A,W2_QI1,W2_QI2,W2_QI3,W2_QI4_A,W2_QI4_B,W2_QI4_C,W2_QI4_D,W2_QDISP11,W2_J1_A,W2_J1_B,W2_J1_C,W2_J1_D,W2_QK1,W2_QK2,W2_QK3,W2_QK3A,W2_QL1A,W2_QL1B,W2_QL2A,W2_QL2B,W2_QL2C,W2_QL3,W2_QL4,W2_QM8,W2_QM9,W2_QM10,W2_QM11,W2_QM12,W2_QN1,W2_QN2,W2_QN3,W2_QN4,W2_QO1,W2_QO2,W2_QO3,W1_ORDER_A1,W1_ORDER_A2,W1_ORDER_A12,W1_ORDER_B1,W1_ORDER_B2,W1_ORDER_B3,W1_ORDER_B4,W1_ORDER_C2,W1_ORDER_E2,W1_ORDER_E2A,W1_ORDER_F1,W1_ORDER_F1A,W1_ORDER_F2,W1_ORDER_F2A,W1_ORDER_F3,W1_ORDER_F4,W1_ORDER_F5,W1_ORDER_G2,W1_ORDER_G3A,W1_ORDER_H1,W1_ORDER_I1,W1_ORDER_J1,W1_ORDER_J3A,W1_ORDER_K1,W1_ORDER_L4_A,W1_ORDER_L4_B,W1_ORDER_L4_C,W1_ORDER_L4_D,W1_ORDER_L5_A,W1_ORDER_L5_B,W1_ORDER_L5_C,W1_ORDER_L5_D,W1_ORDER_L5_E,W1_ORDER_L5_F,W1_ORDER_M3,W1_ORDER_O1,W2_ORDER_QB3_1,W2_ORDER_QB3_2,W2_ORDER_QB3_3,W2_ORDER_QB3_4,W2_ORDER_QE1A,W2_ORDER_QE2A,W2_ORDER_QF1_A,W2_ORDER_QF1_B,W2_ORDER_QF1_C,W2_ORDER_QF1_D,W2_ORDER_QF2_A,W2_ORDER_QF2_B,W2_ORDER_QF2_C,W2_ORDER_QF2_D,W2_ORDER_QF3_A,W2_ORDER_QF3_B,W2_ORDER_QF3_C,W2_ORDER_QF3_D,W2_ORDER_QF4_A,W2_ORDER_QF4_B,W2_ORDER_QF4_C,W2_ORDER_QF4_D,W2_ORDER_QF5_A,W2_ORDER_QF5_B,W2_ORDER_QF5_C,W2_ORDER_QF5_D,W2_ORDER_QF6_A,W2_ORDER_QF6_B,W2_ORDER_QF6_C,W2_ORDER_QF6_D,W2_ORDER_QF7_A,W2_ORDER_QF7_B,W2_ORDER_QF7_C,W2_ORDER_QF7_D,W2_ORDER_QF10_A,W2_ORDER_QF10_B,W2_ORDER_QF10_C,W2_ORDER_QF10_D,W2_ORDER_M10_M11,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT1317,PPT18OV,PPT25,PPT612,PPWORK,PPNET
59,63,827,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.5825,.2901,.3011,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,19,1,.499,.2582,.2783,1,1,1,1, , , ,4,8,2,1,4,4,4,2,3, , ,1,5,40,90,30,50,85,85,85,60,60,30,70,30,30,60,65,15,998,60,30,40,1, , ,2,1,1,1,1,0,1,1,0,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,3,2, ,0,0,0,1,0,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,6,3, ,2,1,1, ,2,4,3,4,2,3,4,2,3,4,1,2,1,1,2,2,1,2,5,4,4,3,2,2,2,2,9,2,4,4,0,0,0,0,0,1,2,2,2,2,1,2,2,1,2,2,1,2, ,2,2,2,3,2,1,1,1,1,2,2,2,60,85,85,85,85,85,50,50,50,85,80,85,30,90,4,4,3,2,2,2,1, ,1,4,3,2,2,2,2,1,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2, , , ,7,1,1,4,4, , , , , , , , , , , , , ,1, , , , ,3, , , , ,4, ,1,2,2,2,2,7,5,7,4,7,4,5,4,6,3,1,5,6,3,6,5,6,4,4,4,4,3,3,3,3,5,3,5,2,2,2,6,6,2,2,2,3,3,2,2, ,2,6,1,1,5,3,2, ,60,70,40,40,3,2,1,2,6,2,2,2,2,2,2,3,6,5,5,3,2,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,4,1,3,2,5,1,4,3,2,6,2,1,1,2,3,4,2,2,4,2,1,3,2,4,1,3,2,3,4,1,2,4,3,1,3,2,4,1,1,3,2,4,4,2,1,3,1,3,2,4,2,65,6,4,12,4,1,1,1,2,1,8,1,1,3,6,1,62,0,0,2,0,0,2,1
60,64,1242,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,1.9105,.9514,.9877,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,422,1,1.9281,.9978,1.0753,4,4,2, , ,4, ,1,2,1,2,5,5,4,5,4,Neutral, ,3,4,50,50,50,998,998,998,998,50,50,40,50,50,998,998,50,50,998,50,998,998,1, , ,2,1,1,1,1,0,1,1,0,2,4,4,4,2,4,4,4,2,4,4,4,2,4,4,4,2, ,0,0,0,1,0,2, ,2, ,3,2,2,2,1,2,1,1,2,1,2,3,2, , ,2, , ,3,3,3,2,3,5,3,4,4,5,10,10,10,5,3,8,9,3,3,4,4,3,2,4,3,5,5,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,11, ,2,1,2,4,4,1,2,2,2,2,2,2,50,70,70,70,70,70,0,998,50,10,50,0,40,50,3,5,3,3,2,3,1, ,2,2,4,2,2,1,2,1,1, , ,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,12,1,1,3,4, , , , , , , , , , , , , ,2, , , , ,1, , , , ,3, ,4,3, ,3, ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,3,3, ,4,4,2,3,3,3,3, ,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,3,1,2,4,1,6,4,3,2,5,2,1,1,2,3,4, , ,3,4,1,2,3,1,2,4,2,3,4,1,3,4,1,2,1,3,2,4,3,4,1,2,3,1,4,2,1,4,2,3,1,25,2,1,9,2,5,1,1,2,2,14,1,1,4,9,2,93,0,0,2,0,0,2,1
61,65,279,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.5369,.2674,.2776,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,15,1,.3992,.2066,.2226,3,2,1,2, , , ,3,6,1,1,4,5,3,4,2, ,1, ,3,70,30,85,60,30,40,50,15,50,15,40,70,15,30,0,0,15,30,60,70,1, , ,2,1,1,1,1,0,0,1,0,2,3,3,2,1,3,3,3,1,3,3,3,1,2,3,3,2, ,0,0,0,1,0,1,2,1,2,2,3,3,3,2,3,2,2,2,2,2,7,1,2, ,1,2, ,4,3,3,3,3,3,4,4,4,4,1,5,2,6,1,6,3,1,4,3,2,3,1,2,2,6,5,4,4,4,0,0,0,0,0,1,2,2,2,2,1,2,2,2,2,2,1,3, ,2,4,2,4,2,2,2,2,2,2,2,1,50,50,70,70,60,60,50,85,30,15,50,50,30,70,5,5,3,5,3,3,1, ,1,3,2,2,2,1,1,1,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,13,2,2,3,3, , , , , , , , , , , , , ,1, , , , ,3, , , , ,1, ,1,1,2,1,2,8,7,7,7,7,5,3,2,2,2,2,6,6,2,3,2,3,6,6,6,6,2,4,3,5,6,5,6,5,2,3,7,5,2,2,2,2,3,1,2, ,3,4,1,3,4,3,3, ,70,30,30,30,2,1,1,1,5,3,3,3,3,3,2,4,5,5,5,4,1,2,1,3,3,3,3,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,4,1,2,3,4,5,3,6,2,1,1,2,4,3,2,1,1,1,3,4,2,1,1,4,3,2,1,4,2,3,3,2,4,1,3,1,4,2,4,2,3,1,4,1,3,2,3,1,2,4,2,67,6,4,9,2,1,1,1,2,1,13,1,1,2,3,1,35,0,0,2,0,0,5,1
62,66,230,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,3.8325,1.9085,1.9813,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,4447,1,4.6327,2.3974,2.5837,3,1,2, , ,1, ,3,3,2,1,5,1,4,1,1, ,1, ,6,0,40,0,40,100,50,80,40,0,0,40,0,0,50,100,0,0,0,0,0,1, , ,2,1,1,1,1,1,1,1,0,3,4,4,4,2,4,4,4,2,4,4,4,3,4,4,4,2, ,0,0,0,1,0,1,1,3,1,2,2,2,2,2,2,1,1,1,1,1,10,3, ,2,3, ,1,1,3,2,5,1,2,5,4,5,5,3,6,3,0,10,5,0,3,5,5,4,4,2,4,4,2,1,4,4,4,0,0,0,0,0,1,2,2,2,2,1,2,2,2,2,2,2,2, ,1,2,2,2,2,2,1,2,2,2,2,2,0,50,40,40,40,40,0,0,0,50,0,50,0,0,4,5,5,1,3,2,1, ,1,4,4,2,2,2,2,1,1, , ,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2, , , ,4,2,1,4,4, , , , , , , , , , , , , ,2, , , , ,3, , , , ,5, ,1,2,2,2,2,6,4,5,4,3,3,3,3,4,4,4,4,3,4,5,-1,5,5,5,5,5,4,4,4,5,4,3,4,3,2,3,4,5,3,4,1,2,2,1,1,3,3,6,1,2,3,4,3, ,66,49,77,55,2,2,1,1,4,4,2,2,3,2,3,3,2,5,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,4,3,1,3,4,1,2,5,6,1,2,1,2,3,4,2,2,1,3,4,2,1,3,2,4,1,4,2,3,1,3,4,2,1,4,3,2,4,3,2,1,3,2,4,1,2,1,3,4,2,20,1,1,10,3,1,1,0,3,1,9,5,0,1,2,1,23,0,0,3,0,0,1,0
63,68,615,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.0792,.3989,.419,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,708,1,.0759,.3539,.3563,4,4,1,2, , , ,2,1,1,1,5,5,4,5,2, ,1, ,2,100,0,80,0,30,0,40,0,50,60,30,50,998,998,0,50,998,40,50,70,6, , ,2,1,0,1,1,0,0,1,0,1,4,4,4,1,4,4,4,1,4,4,4,1,4,4,4,2, ,0,0,0,0,1,2, ,2, ,4,2,1,1,1,2,2,1,2,2,2,5,2, , ,2, , ,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,1,3,3,3,3,4,3,3,7,10,3,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,2, ,2,5,1,2,1,2,2,2,2,2,2,2,100,100,100,50,100,100,100,100,20,1,100,100,100,100,5,1,1,5,3,3,1, ,1,3,4,2,2,2,2,1,1, , ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2, , , ,-1,1,1,3,3,1,2, ,2,1,1,2,4,2,1,3,2, ,2,3,3,3,1,4, , , , ,1, ,1,1,1,1,1,4,4,5,7,7,4,4,5,4,7,2,3,2,4,2,4,1,1,7,1,7,4,1,4,1,4,7,4,7,2,2,4,4,2,4,2,2,2,5,1,4,4,4,1,3,3,3,3, ,85,70,85,70,1,5,2,1,4,4,1,1,1,4,1,3,4,4,4,6,2,1,1,1,3,3,3,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,4,1,2,3,3,6,2,4,5,1,1,2,1,2,3,4,1,1,1,3,4,2,1,3,4,2,3,4,1,2,3,1,4,2,1,4,2,3,3,1,4,2,4,1,2,3,2,1,4,3,1,30,2,2,14,4,2,2,1,2,3,19,5,1,1,2,2,22,0,0,2,0,0,1,1
64,69,296,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,5.3003,2.6394,2.5449,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,7,1,5.433,2.8115,2.6011,3,3,1,1, , , ,2,8,2,1,4,4,3,3,1, ,1, ,5,30,60,50,50,50,15,50,15,30,50,70,0,0,50,15,0,50,70,50,50,1, , ,1, ,0,1,1,0,0,0,0,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,2, ,0,0,0,1,0,2, ,2, ,3,2,2,2,2,3,1,1,1,1,1,5,3, ,1,3, ,2,1,5,5,5,5,5,5,5,3,3,1,10,4,4,5,4,0,1,5,4,4,2,2,2,2,1,5,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,13, ,3,6, ,4,1, , , , , , , ,50,50,50,50,50,50,50,50,40,50,50,50,0,998,3,3,3,3,3,3,1, ,1,4,2,2,2,2,2,1,1, , ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,10,1,1,3,3, , , , , , , , , , , , , ,2, , , , ,2, , , , ,5, ,1,3, ,3, ,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,2,2,3,2, ,1,1,1,3,3,3,3, ,50,50,50,50,4,1,1,2,4,4,1,1,1,4,1,4,6,7,7,5,2,1,1,2,3,3,3,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,4,3,1,6,4,5,2,1,3,2,1,4,3,2,1, , ,3,2,4,1,2,3,1,4,1,3,4,2,3,2,1,4,4,3,2,1,1,4,2,3,1,3,4,2,3,1,2,4,1,50,4,3,10,3,1,2,1,3,1,17,1,1,1,2,1,22,0,1,2,0,0,1,1
65,70,105,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.057,.2873,.2685,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,16,1,.0745,.3474,.3444,2,2,1,2, , , ,3,3,1,2,4,3,4,2,2, ,2, ,5,80,10,80,20,50,998,70,10,70,50,50,50,50,998,998,50,50,50,50,70,4, , ,2,1,0,1,1,0,1,1,0,2,4,4,4,1,4,4,4,2,4,4,4,2,4,4,4,2, ,1,0,0,0,0,2, ,2, ,4,3,3,2,2,3,3,2,2,2,3,5,3, ,2,3, ,2,4,4,4,3,3,4,3,4,5,5,5,5,5,5,5,5,5,2,4,4,4,3,3,3,3,6,5,4,4,4,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,1, ,1,6, ,4,3, , , , , , , ,50,70,70,70,50,60,50,50,50,50,10,50,50,70,3,3,3,3,1,1,1, ,1,4,4,2,2,1,1,1,1, , ,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,-1,2,2,2,3,3,3,2, ,2,3,3,4,3,1,2, ,2, ,2,2,2,2,3,2, , , , ,2, ,3,3, ,3, ,1,7,5,7,4,2,4,1,4,3,3,4,4,5,3,6,4,4,5,5,5,5,5,4,5,4,4,4,4,2,2,4,4,3,3,2,2,2,4,3, ,3,3,1,3,2,3,2, ,70,50,1,1,2,1,1,1,5,3,2,3,2,1,2,1,4,4,4,4,2,1,1,2,3,3,3,2,1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,4,3,1,6,2,3,1,5,4,1,1,1,2,3,4, , ,1,3,2,4,3,1,2,4,2,1,4,3,3,1,4,2,2,1,4,3,2,3,4,1,2,1,4,3,2,4,3,1,2,63,5,4,9,2,2,1,0,2,1,2,5,1,3,6,1,62,0,0,2,0,0,6,1
66,71,241,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.0117,.0588,.0549,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,18,1,.0129,.0602,.0597,2,1,1,2, , , ,3,8,1,1,4,4,4,3,2, ,1, ,2,100,15,100,30,10,10,50,0,90,65,10,70,10,30,0,65,60,80,40,85,4, , ,1, ,1,0,1,0,0,1,0,1,4,3,4,1,4,3,3,3,3,3,3,4,3,3,3,1,3,1,0,0,1,0,3,3,2, ,5,1,2,1,1,2,2,2,2,1,2,7,2, , ,1,2, ,3,5,5,3,4,5,2,4,5,5,5,6,8,8,8,7,7,2,5,4,4,3,2,2,2,7,6,3,3,4,0,0,0,0,0,1,1,1,2,1,1,2,2,1,2,2,1,1, ,1,1,1,2,1,1,2,1,2,1,2,1,45,70,-1,50,60,75,90,95,25,10,65,50,60,90,4,4,5,4,2,2,2, ,1,5,4,1,2,1,2,1,1, , ,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,13,2,1,3,4,1,1,2,2,3,2,4,4,2,1,2,1,2,1,1,3,1,1,2, , , , ,1, ,1,3, ,3, ,7,6,6,7,5,4,3,2,1,5,4,3,2,2,2,1,2,5,7,5,6,2,2,2,4,6,4,6,5,2,2,5,-1,2,1,1,2,3,3,3, ,2,7,1,4,5,3,1, ,70,30,90,85,2,1,1,1,5,3,1,1,1,4,1,2,3,3,3,3,1,2,2, ,3,3,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,3,1,4,2,3,4,1,5,6,1,1,4,3,2,1, , ,4,1,3,2,3,2,4,1,4,2,1,3,3,4,1,2,2,3,4,1,2,3,1,4,2,3,4,1,4,3,1,2,2,68,6,4,12,4,2,1,1,1,3,13,5,1,2,3,2,33,0,0,1,0,0,5,1
67,72,1141,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,7.4649,3.7174,3.5843,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,320,1,5.433,2.8115,2.6011,4,3,2, , ,1, ,2,2,2,2,4,3,4,3,1, ,2, ,4,30,60,60,50,50,50,70,70,15,50,60,30,15,50,15,50,50,50,50,50,6, , ,2,1,1,1,1,0,1,1,0,2,2,4,4,2,2,4,4,2,4,4,4,2,2,4,4,2, ,0,0,0,0,1,1,2,3,3,3,2,2,3,2,3,3,3,3,3,3,6,2, , ,2, , ,2,2,2,3,2,2,2,3,4,4,4,7,7,5,7,5,5,1,4,3,3,-1,-1,-1,-1,5,7,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,5,6,4,2,2,2,2,2,2,2,2,30,60,50,60,60,60,60,50,15,15,30,50,40,70,3,5,4,4,3,3,1, ,1,5,4,2,2,2,2,1,1, , ,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2, , , ,2,1,1,4,4, , , , , , , , , , , , , ,2, , , , ,3, , , , ,3, ,3,1,2,1,2,7,6,5,6,6,5,6,6,6,2,2,6,6,3,5,3,5,5,5,5,5,3,4,4,4,5,3,5,3,2,2,6,5,2,3,1,2,3,2,1,2,2,6,1,3,2,2,2, ,50,15,85,70,4,2,1,1,6,2,1,2,1,4,1,2,6,4,3,4,2,1,1,2,3,3,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,4,2,1,3,3,5,6,2,1,4,1,1,1,2,3,4,1,1,4,2,1,3,1,4,3,2,3,4,1,2,4,1,2,3,3,1,4,2,1,2,4,3,4,2,1,3,1,2,4,3,1,21,1,1,9,2,4,2,0,3,1,15,5,1,3,7,1,74,0,0,3,0,0,1,1
68,73,1229,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,.823,.4098,.4254,BLANKED FOR CONFIDENTIALITY - ICPSR,BLANKED FOR CONFIDENTIALITY - ICPSR,14,1,.5527,.286,.3083,5,4,2, , ,4, ,1,8,1,2,3,3,3,4,3, , ,3,4,50,60,60,60,998,60,85,0,15,0,60,50,0,0,50,0,0,15,0,0,1, , ,2,2, , , , , , , ,3,2,1,1,1,3,1,3,1,4,4,4,2,3,1,1,2, ,0,0,0,1,0,2, ,2, ,1,2,3,3,1,3,2,2,2,2,2,9,2, , ,2, , ,1,2,2,5,1,1,5,1,3,3,0,8,0,0,5,0,0,3,5,4,4,2,1,3,2,1,5,4,4,4,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2, ,2,6, ,4,4, , , , , , , ,0,100,50,85,15,60,0,15,50,0,50,0,0,60,3,5,3,3,3,3,1, ,2,4,2,2,2,2,2,1,1, , ,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,-1,4,2,2,3,3, , , , , , , , , , , , , ,1, , , , ,1, , , , ,-1, ,4,3, ,3, ,8,7,7,7,7,3,2,2,1,7,2,6,6,5,6,4,5,6,6,6,6,2,5,4,6,5,3,5,3,2,4,5,5,4,5,3,3,3,1,2, ,2,4,1,2,2,2,4, ,0,0,0,0,4,1,1,1,7,1,4,4,4,1,3,1,5,6,6,3,2,1,1,2,3,1,3,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,3,4,1,2,3,5,1,6,4,2,2,1,2,3,4, , ,2,3,1,4,3,2,1,4,3,1,4,2,2,3,1,4,4,1,3,2,2,4,3,1,3,2,1,4,2,4,3,1,1,77,7,4,8,1,1,1,1,2,1,12,1,1,3,5,1,59,0,0,2,0,0,5,1
